-10.0752,-10.0752,0
-10,-10.0752,0
-9.92481,-10.0752,-3.11632e-165
-9.84962,-10.0752,-6.68438e-165
-9.77444,-10.0752,-9.28991e-165
-9.69925,-10.0752,-1.32393e-164
-9.62406,-10.0752,-1.52873e-164
-9.54887,-10.0752,-1.95369e-164
-9.47368,-10.0752,-2.09946e-164
-9.3985,-10.0752,-2.54521e-164
-9.32331,-10.0752,-2.63031e-164
-9.24812,-10.0752,-3.0864e-164
-9.17293,-10.0752,-3.11124e-164
-9.09774,-10.0752,-3.56568e-164
-9.02256,-10.0752,-3.53318e-164
-8.94737,-10.0752,-3.97204e-164
-8.87218,-10.0752,-3.88794e-164
-8.79699,-10.0752,-4.29489e-164
-8.7218,-10.0752,-4.16748e-164
-8.64662,-10.0752,-4.5241e-164
-8.57143,-10.0752,-4.36255e-164
-8.49624,-10.0752,-4.65202e-164
-8.42105,-10.0752,-4.46244e-164
-8.34586,-10.0752,-4.67639e-164
-8.27068,-10.0752,-4.46097e-164
-8.19549,-10.0752,-4.59655e-164
-8.1203,-10.0752,-4.37843e-164
-8.04511,-10.0752,-4.40823e-164
-7.96992,-10.0752,-4.30171e-164
-7.89474,-10.0752,-4.19941e-164
-7.81955,-10.0752,-3.78076e-164
-7.74436,-10.0752,-4.31421e-164
-7.66917,-10.0752,-3.95288e-164
-7.59398,-10.0752,-5.11841e-164
-7.5188,-10.0752,-5.46359e-164
-7.44361,-10.0752,-6.4842e-164
-7.36842,-10.0752,-6.93417e-164
-7.29323,-10.0752,-7.92482e-164
-7.21805,-10.0752,-8.17463e-164
-7.14286,-10.0752,-9.16366e-164
-7.06767,-10.0752,-9.3063e-164
-6.99248,-10.0752,-1.01901e-163
-6.91729,-10.0752,-1.02515e-163
-6.84211,-10.0752,-1.10164e-163
-6.76692,-10.0752,-1.0987e-163
-6.69173,-10.0752,-1.16294e-163
-6.61654,-10.0752,-1.15043e-163
-6.54135,-10.0752,-1.20208e-163
-6.46617,-10.0752,-1.17979e-163
-6.39098,-10.0752,-1.21845e-163
-6.31579,-10.0752,-1.18668e-163
-6.2406,-10.0752,-1.21118e-163
-6.16541,-10.0752,-1.1718e-163
-6.09023,-10.0752,-1.17917e-163
-6.01504,-10.0752,-1.13686e-163
-5.93985,-10.0752,-1.12229e-163
-5.86466,-10.0752,-1.08456e-163
-5.78947,-10.0752,-1.04463e-163
-5.71429,-10.0752,-1.0129e-163
-5.6391,-10.0752,-9.58828e-164
-5.56391,-10.0752,-9.19188e-164
-5.48872,-10.0752,-8.32946e-164
-5.41353,-10.0752,-8.37493e-164
-5.33835,-10.0752,-7.4612e-164
-5.26316,-10.0752,-8.3203e-164
-5.18797,-10.0752,-8.21879e-164
-5.11278,-10.0752,-9.1255e-164
-5.03759,-10.0752,-9.48246e-164
